PROJECT ID,ORIGINAL SUBMISSION DATE,PROJECT NAME,WORKSPACE,PROJECT GROUP,AWARDED,BRAND,PRODUCT,AGENCY,CAMPAIGN,VENDOR,PHASE,SUBMISSION,BID NAME,BIDFILE TYPE,BID TOTAL,BID TYPE,AVERAGE BID,DIVERSITY:: WOMAN DIRECTOR,DIVERSITY:: MIINORITY DIRECTOR,DIVERSITY:: WOMAN EDITOR,DIVERSITY:: MIINORITY EDITOR,DIVERSITY:: WOMAN OWNED,DIVERSITY:: MINORITY OWNED,SPEND:: ANIMATION,SPEND:: ART DEPARTMENT LABOR,SPEND:: ART DEPARTMENT MATERIALS,SPEND:: AUDIO POST,SPEND:: BEHIND THE SCENES,SPEND:: CATERING / CRAFT SERVICE,SPEND:: COLOR GRADING,SPEND:: COVID LABOR,SPEND:: CUSTOM,SPEND:: DESIGN,SPEND:: DIRECTOR/ CREATIVE FEES,SPEND:: DO NOT USE,SPEND:: EDITORIAL GRAPHICS,SPEND:: EDITORIAL LABOR,SPEND:: EDITORIAL MISC,SPEND:: EDITORIAL OFFLINE,SPEND:: EDITORIAL PREP,SPEND:: EQUIPMENT COSTS,SPEND:: EXPENDABLES,SPEND:: FILM STOCK & DIGITAL MEDIA,SPEND:: FINISHING,SPEND:: FOREIGN PRODUCTION SERVICES,SPEND:: HAIR & MAKEUP,SPEND:: INTERACTIVE,SPEND:: LOCATION & TRAVEL EXPENSES,SPEND:: MEALS,SPEND:: MISCELLANEOUS,SPEND:: MUSIC,SPEND:: OTHER LABOR,SPEND:: PHOTO RETOUCHING,SPEND:: PRE-PRODUCTION EXPENSES,SPEND:: PRE-PRODUCTION LABOR,SPEND:: PRODUCTION COVID 19 COSTS,SPEND:: PRODUCTION STAFF,SPEND:: PRODUCTION SUSTAINABILITY,"SPEND:: PROPS, WARDROBE, ANIMALS",SPEND:: SHOOTING CREW LABOR,SPEND:: SOCIAL MEDIA,SPEND:: SPECIAL INSURANCE,SPEND:: STILL PHOTOGRAPHER FEES,SPEND:: STILL PHOTOGRAPHY PRODUCTION,SPEND:: STILLS POST PRODUCTION,SPEND:: STUDIO & LOCATIONS COMBINED,SPEND:: STUDIO RENTAL & STAGE EXPENSES,SPEND:: TALENT,SPEND:: TALENT EXPENSES,SPEND:: VFX,SPEND:: WARDROBE,Women Work Pitched,Women Work Awarded,AvgBidPrice LUT.Average Bid Price
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Finishing,"Andiamo for ""Summer Fun""",AndiamoImages_SummerFun_Finishing,Original,20700,firm-bid,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37833.33333
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Evan Bander LLC,Finishing,"EB ""Summer Fun""",EvanBanderLLC_SummerFun_Finishing,Original,39950,firm-bid,37833.33333,,,,1,,1,,,,,,,,,,,,,,,,,,,,,39950,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37833.33333
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Petulant Pictures,Sanitary Production Costs,Summer Fun,Petulant_SummerFun_Covid,Original,4805.275,firm-bid,7050.3625,1,,,,,,,,,,,,,2000,,,,,,,,,,,,,,,,,,,,,,,,,1050,,,,,,,,,,,,,,,,4805.275,4805.275,7050.3625
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Sanitary Production Costs,Summer Fun,OpenFrameworks_SummerFun_Covid,Original,10043.8125,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10043.8125,0,7050.3625
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Sanitary Production Costs,Summer Fun,Club101_SummerFun_Covid,Original,6302,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7050.3625
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Petulant Pictures,Green Production Costs,Summer Fun,Petulant_SummerFun_Green,Original,18176,firm-bid,14980,1,,,,,,,0,0,,,,,,,,0,,,0,,0,,0,,0,,,,,0,,14200,,,,0,0,,,,0,0,,,,,,,0,0,0,,,18176,18176,14980
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Green Production Costs,Summer Fun,OpenFrameworks_SummerFun_Green,Original,14364,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14364,0,14980
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Green Production Costs,Summer Fun,Club101_SummerFun_Green,Original,12400,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,14980
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Photo Retouching & Post,"Kent Wilson Studio Estimate for ""Summer Fun"" #1",KentWilsonStudio_SummerFun_Retouching,Original,39250,firm-bid,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37483.33333
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Photo Retouching & Post,Summer Fun,Interstate_SummerFun_Retouching,Original,36200,firm-bid,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,37483.33333
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Buck & Archie,Photo Retouching & Post,"Buck & Archie ""Kelly Hard Cider:Summer Fun"" v2",BuckandArchie_SummerFun_Retouching,Original,37000,firm-bid,37483.33333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000,,,,,,,0,0,37483.33333
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Still Photography Production,"Kent Wilson Studio Estimate for ""Summer Fun"" #1",KentWilsonStudio_SummerFun_Stills,Original,161541.3013,firm-bid,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,145472.9785
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Still Photography Production,Summer Fun,Interstate_SummerFun_Stills,Original,138331.548,firm-bid,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,145472.9785
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Buck & Archie,Still Photography Production,"Buck & Archie ""Kelly Hard Cider:Summer Fun"" v2",BuckandArchie_SummerFun_Stills,Original,136546.0863,firm-bid,145472.9786,,,,,,,,,0,,,8053,,,,,,,,,,,,2816,,7357,,,,,,,0,,,,15030,,,7639,,3398,33713,,,11876,,,3905,,4610,1189,,,0,0,145472.9785
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Music,"AEM ""Kelly Summer Spritzer || Q2 Summer Blitz""",ArnoldEstherMusic_SummerFun_Music,Original,8700,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38916.66667
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,0,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,,Music,"""Summer Fun"" - Special Oaks Music",SpecialOaks_SummerFun_Music,Original,69900,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,38916.66667
318,7/19/2023 19:14,Summer Fun,Alcoholic Beverages,APAC,1,Kelly Hard Cider,Kelly Summer Spritzer,Korea SMB,Q2 Summer Blitz,Tone & Logic,Music,"T+L for ""Kelly's Summer Fun""",ToneandLogic_SummerFun_Music,Original,38150,firm-bid,38916.66667,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,38150,,,,,,,,,,,,,,,,,,,,,0,0,38916.66667
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Audio Post,"Special Oaks""The Traveller UK""",Special Oaks,Original,24800,firm-bid,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24800,0,33935
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Love Language,Audio Post,"Love Language ""The Traveller UK""",Love126,Original,43070,firm-bid,33935,,,,,,,,,,43070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,33935
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Love Language,Music,"Love Language ""The Traveller UK"" - MUSIC ONLY",LoveLanguage_TheTravellerUK_Music,Original,20800,firm-bid,40150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20800,,,,,,,,,,,,,,,,,,,,,0,0,40150
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Music,"Frequency Presentation for ""The Traveller UK""",Frequency_TheTravellerUK_Music,Original,49050,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40150
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Music,"AEM ""Dewey North || The Sophisticated Traveller (UK)""",ArnoldEstherMusic_TheTravellerUK_Music,Original,50600,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,40150
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,EFX VFX,VFX,"EFXvfx \\ ""The Traveller UK"" \\ v3",EFXVFX_TheTravellerUK_VFX,Original,116454,firm-bid,104828.75,,,,,,,56750,,,,,,,,,,,,,,,,,,,750,7500,,,,,,7900,,,,,,,16680,,,,,,,,,,,,,,,0,0,104828.75
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,VFX,"v2 - ""The Traveller UK"" //SORCERY",Sorcery_TheTravellerUK_VFX,Original,93203.5,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,104828.75
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Finishing,"colorMaven for ""The Traveller UK"" v3",ColorMaven_TheTravellerUK_Finishing,Original,17500,firm-bid,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32250
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Andiamo Images,Finishing,"Andiamo for ""The Traveller"" (UK Version)",AndiamoImages_TheTravellerUK_Finishing,Original,49250,firm-bid,32250,1,,,,1,,,,,,,,,,,,,,,,,,,,,,49250,,,,,,,,,,,,,,,,,,,,,,,,,,,,49250,49250,32250
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Finishing,‚ÄúThe Traveller UK‚Äù - POI,PersonsofInterest_TheTravellerUK_Finishing,Original,30000,firm-bid,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,32250
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Myrtle Row Editorial,Editorial,The Traveller UK,MyrtleRow_TheTravellerUK_Edit,Original,95889.79167,firm-bid,93203.87222,,,,,,1,,,,,,,,,,,,,,16650,13100,32950,7250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,93203.87221
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Editorial,The Traveller UK,TotalCuts_TheTravellerUK_Edit,Original,67406.61667,firm-bid,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,93203.87221
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Editorial,The Traveller UK,Fightclub_TheTravellerUK_Edit,Original,116315.2083,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,93203.87221
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Harmony & Light,Green Production Costs,The Traveller UK,harmony_and_Light_TheTravellerUK_Green,Original,10250,firm-bid,9606,,,,,,,,0,0,,,,,,,,0,,,0,,0,,0,,0,,,,,0,,8200,,,,0,0,,,,0,0,,,,,,,0,0,0,,,0,0,9606
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Green Production Costs,The Traveller UK,Level12_TheTravellerUK_Green,Original,8568,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8568,0,9606
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Green Production Costs,The Traveller UK,OpenFrameworks_TheTravellerUK_Green,Original,10000,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000,0,9606
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Harmony & Light,Sanitary Production Costs,The Traveller UK,harmony_and_Light_TheTravellerUK_Covid,Original,7200.035,firm-bid,9810.113333,,,,,,,,,,,,,,3400,,,,,,,,,,,,,,,,,,,,,,,,,1170,,,,,,,,,,,,,,,,0,0,9810.113333
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Sanitary Production Costs,The Traveller UK,Level12_TheTravellerUK_Covid,Original,12958.4875,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12958.4875,0,9810.113333
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Sanitary Production Costs,The Traveller UK,OpenFrameworks_TheTravellerUK_Covid,Original,9271.8175,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9271.8175,0,9810.113333
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,1,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,Harmony & Light,Film & Video Production,The Traveller UK,harmony_and_Light_TheTravellerUK_LiveAction,Original,685626.9008,firm-bid,649602.477,,,,,,,,38109.5,73200,,,,,,,,80000,,,0,,0,,22500,,3500,,,,,28078,,16100,,,,18625,86050.25,,,,7500,143742.17,,,,,,,35520,0,0,,,0,0,649602.477
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Film & Video Production,The Traveller UK,Level12_TheTravellerUK_LiveAction,Original,673878.4375,firm-bid,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,673878.4375,0,649602.477
323,7/21/2023 18:49,The Traveller UK,Alcoholic Beverages,Europe,0,Dewey North,Dewey North 107º,Last Station Group,The Sophisticated Traveller,,Film & Video Production,The Traveller UK,OpenFrameworks_TheTravellerUK_LiveAction,Original,589302.0928,firm-bid,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589302.0928,0,649602.477
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,0,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,,Audio Post,"Earwax ""The Traveller US""",Earwax,Original,29320,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48990
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,1,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,Audio Lab Technologies,Audio Post,"Audio Lab""The Traveller US""",Audio_85,Original,68660,firm-bid,48990,,,1,,1,,,,,68660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,48990
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,0,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,,Behind The Scenes (BTS),The Traveller (US Version),Club101_SummerFun_BTS,Original,22844.75,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18774.70833
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,1,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,Test Flight Productions,Behind The Scenes (BTS),The Traveller (for US),TestFlight_TheTravellerUS_BTS,Original,19457.425,firm-bid,18774.70833,,,,,,1,,,,,12350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18774.70833
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,0,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,,Behind The Scenes (BTS),The Traveller US V2,CHAW_TheTravellerUS_BTSv2,Original,14021.95,firm-bid,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18774.70833
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,1,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,Tone & Logic,Music,"T+L for ""Dewey North - The Traveller (US)""",ToneandLogic_TheTravellerUS_Music,Original,15950,firm-bid,30350,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,15950,,,,,,,,,,,,,,,,,,,,,0,0,30350
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,0,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,,Music,"Love Language ""The Traveller US"" v2",LoveLanguage_TheTravellerUS_Music,Original,34650,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30350
324,7/21/2023 18:50,The Traveller US,Alcoholic Beverages,North America,0,Dewey North,Dewey North 107º,Top Notch Creative,The Sophisticated Traveller,,Music,"Frequency Presentation for ""The Traveller US """,Frequency_TheTravellerUS_Music,Original,40450,firm-bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,30350
